%Date,Datum utkání,Timestamp,Čas utkání,datum a čas,domácí,hosté,Doma/Venku,skóre,název soutěže,zkratka soutěže,kategorie soutěže,pořadí,hřiště,poznámka
2024-06-01 14:00:00,2024-06-01,2024-06-01,14:00:00,01.06.2024 14:00,TJ Sokol Jičíněves (2),Sokol Provodov (1),V,4 : 1 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Jičíněves,
2024-06-01 14:30:00,2024-06-01,2024-06-01,14:30:00,01.06.2024 14:30,FK Poříčí u Trutnova (3),Bílá Třemešná/Dvůr Králové (7),V,10 : 0 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Poříčí,
2024-06-08 10:00:00,2024-06-08,2024-06-08,10:00:00,08.06.2024 10:00,Košťálov-Libštát/Nová Ves (6),Sportovní klub Sobotka (5),V,2 : 1 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Libštát,
2024-06-08 11:00:00,2024-06-08,2024-06-08,11:00:00,08.06.2024 11:00,TJ Sokol Chomutice (4),Bílá Třemešná/Dvůr Králové (7),V,2 : 4 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Chomutice,
2024-06-09 10:30:00,2024-06-09,2024-06-09,10:30:00,09.06.2024 10:30,Sokol Provodov (1),FK Poříčí u Trutnova (3),V,2 : 8 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Provodov,
2024-06-09 13:00:00,2024-06-09,2024-06-09,13:00:00,09.06.2024 13:00,Sokol Vítězná (8),TJ Sokol Jičíněves (2),V,2 : 9 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Vítězná,
2024-05-08 10:00:00,2024-05-08,2024-05-08,10:00:00,08.05.2024 10:00,FK Poříčí u Trutnova (3),TJ Sokol Jičíněves (2),V,1 : 4 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Poříčí,
2024-06-14 17:00:00,2024-06-14,2024-06-14,17:00:00,14.06.2024 17:00,Sportovní klub Sobotka (5),Bílá Třemešná/Dvůr Králové (7),V,3 : 5 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Sobotka,
2024-06-15 10:00:00,2024-06-15,2024-06-15,10:00:00,15.06.2024 10:00,TJ Sokol Chomutice (4),Sokol Provodov (1),V,5 : 0 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Chomutice,
2024-06-15 13:00:00,2024-06-15,2024-06-15,13:00:00,15.06.2024 13:00,Košťálov-Libštát/Nová Ves (6),Sokol Vítězná (8),V,12 : 0 (PK:0:0),OP mladšího dorostu,Ml. dorost,Ml_dorost,3,Košťálov,
